post_title,post_name,post_parent,ID,post_content,post_excerpt,post_status,post_password,menu_order,post_date,post_author,comment_status,sku,parent_sku,children,downloadable,virtual,stock,regular_price,sale_price,weight,length,width,height,tax_class,visibility,stock_status,backorders,sold_individually,low_stock_amount,manage_stock,tax_status,upsell_ids,crosssell_ids,purchase_note,sale_price_dates_from,sale_price_dates_to,download_limit,download_expiry,product_url,button_text,images,downloadable_files,product_page_url,meta:total_sales,meta:_global_unique_id,tax:product_brand,tax:product_type,tax:product_visibility,tax:product_cat,tax:product_tag,tax:product_shipping_class,tax:pos_product_visibility,attribute:Size,attribute_data:Size,attribute:lemon,attribute_data:lemon
"MIXPRO PREMIX SAPI 1 KG - Suplemen Premix Penggemuk Pertumbuhan Sapi, Kambing, Domba, Dll.",mixpro-premix-sapi-1-kg-suplemen-premix-penggemuk-pertumbuhan-sapi-kambing-domba-dll,,104,"<strong>MIXPRO PREMIX SAPI</strong>

Mixpro merupakan suplemen tambahan pakan Sapi dan Kambing yang terdiri dari Mineral Vitamin Asam Amino dan Probiotik.

<strong>MANFAAT MIXPRO :</strong>

1. Mempercepat Pertumbuhan dan Meningkatkan Berat Badan (ADG)

2. Memperbaiki Kualitas Pakan dan Efisiensi Pakan

3. Meningkatkan Daya Tahan Terhadap Penyakit

4. Meningkatkan Nafsu Makan

<strong>Dosis dan Cara Pemakaian :</strong>
<ul>
 	<li>30-50 Gram Per ekor (400-600kg Berat Badan Sapi)</li>
 	<li>5-10 Gram Per ekor (25-60kg Berat badan Kambing</li>
</ul>
<strong>NB :</strong>
<ul>
 	<li>1 sendok makan pagi dan sore ( Sapi sudah poel )</li>
 	<li>1 sendok teh pagi dan sore ( Sapi belum poel )</li>
 	<li>Di campurkan dengan comboran nya</li>
</ul>
<strong>Kemasan</strong>

1 kg",,Published,,0,"2026-07-02 17:19:14",1,open,TTS00008,,,no,no,,54000,,1000,8,16,31,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"http://localhost:8000/wp-content/uploads/2026/07/Mixpro-Premix-Sapi-1-Kg-_-Kalbe.png ! alt :  ! title : Mixpro-Premix-Sapi-1-Kg-_-Kalbe.png ! desc :  ! caption : ",,http://localhost:8000/product/mixpro-premix-sapi-1-kg-suplemen-premix-penggemuk-pertumbuhan-sapi-kambing-domba-dll/,0,,,simple,,"Premix Ternak",,,,,,,
"DOT SILIKON PUTIH 1 PCS - Dot Silikon Cocok Untuk Semua Ternak Seperti Kambing, Domba, Dll.",dot-silikon-putih-1-pcs-dot-silikon-cocok-untuk-semua-ternak-seperti-kambing-domba-dll,,105,"<strong>Dot Cempe Anak Kambing Domba dll Berkualitas</strong>

Harga yang tertera untuk 1 pcs dot

<strong>Tersedia</strong>
<ul>
 	<li>Dot Silikon</li>
 	<li>Terbuat dari bahan silikon khusus yang aman untuk hewan ternak anda. panjang dot 7 cm</li>
 	<li>Terbuat dari bahan silikon khusus yang aman untuk hewan ternak anda</li>
 	<li>Produk Jaminan lentur, kuat, elastis, tebal, dan tahan lama</li>
 	<li>Terdapat ujung lubang yg besar kecilnya bisa disesuaikan sesuai kebutuhan.</li>
</ul>",,Published,,0,"2026-07-02 17:19:14",1,open,TTS00009,,,no,no,,13000,,100,6,15,6,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"http://localhost:8000/wp-content/uploads/2026/07/Dot-Silikon-Putih.png ! alt :  ! title : Dot-Silikon-Putih.png ! desc :  ! caption : ",,http://localhost:8000/product/dot-silikon-putih-1-pcs-dot-silikon-cocok-untuk-semua-ternak-seperti-kambing-domba-dll/,0,,,simple,,"Botol dan Dot",,,,,,,
"NIPPLE KELINCI PLASTIK 1 PCS - Alat Minum Kelinci & Hewan Kecil Lainnya.",nipple-kelinci-plastik-1-pcs-alat-minum-kelinci-hewan-kecil-lainnya,,106,"<strong>Nipple kelinci otomatis</strong> hamster marmut bahan plastik/ nipel niple nipple otomatis kelinci hamster

<strong>1 set nipple otomatis ini terdiri dari 3 jenis :</strong>

1. nipple

2. T konektor untuk selang air

3. spring/pegas untuk dikaitkan di kandang

Nipple terbuat dari bahan stainless steel sehinggal awet, tidak mudah rusak dan anti karat

<strong>Terima kasih!</strong>",,Published,,0,"2026-07-02 17:19:14",1,open,TTS00010,,,no,no,,2500,,100,6,15,6,,,outofstock,no,no,,no,taxable,,,,,,'-1,'-1,,,"http://localhost:8000/wp-content/uploads/2026/07/Nipple-Kelinci-Otomatis-1-Pcs.png ! alt :  ! title : Nipple-Kelinci-Otomatis-1-Pcs.png ! desc :  ! caption : ",,http://localhost:8000/product/nipple-kelinci-plastik-1-pcs-alat-minum-kelinci-hewan-kecil-lainnya/,0,,,simple,outofstock,"Perlengakapan Ternak",,,,,,,
"NIPPLE KELINCI PLASTIK 10 PCS - Alat Minum Kelinci & Hewan Kecil Lainnya.",nipple-kelinci-plastik-10-pcs-alat-minum-kelinci-hewan-kecil-lainnya,,107,"<strong>NIPPLE KELINCI PLASTIK ISI 10</strong> - Nipple Hamster Marmut Kelinci Otomatis

Satu set nipple otomatis ini terdiri dari 3 jenis :

1. nipple

2. T konektor untuk selang air

3. spring/pegas untuk dikaitkan di kandang

Nipple terbuat dr bahan stainless steel sehinggal awet, tidak mudah rusak dan anti karat

<strong>Terima kasih!</strong>",,Published,,0,"2026-07-02 17:19:15",1,open,TTS00010X10,,,no,no,,21000,,90,5,14,6,,,outofstock,no,no,,no,taxable,,,,,,'-1,'-1,,,"http://localhost:8000/wp-content/uploads/2026/07/Nipple-Kelinci-Otomatis-10-Pcs.png ! alt :  ! title : Nipple-Kelinci-Otomatis-10-Pcs.png ! desc :  ! caption : ",,http://localhost:8000/product/nipple-kelinci-plastik-10-pcs-alat-minum-kelinci-hewan-kecil-lainnya/,0,,,simple,outofstock,"Perlengakapan Ternak",,,,,,,
"MINERAL BLOK SELCO BLOCK 3 KG - Mineral Kambing Domba Untuk Masa Pertumbuhan",mineral-blok-selco-block-3-kg-mineral-kambing-domba-untuk-masa-pertumbuhan,,108,"<strong>MINERAL BLOK SELCO BLOCK 3 KG</strong>

Diformulasikan untuk kambing, domba dan ternak dalam masa pertumbuhan. Mengandung Vitamin D, Kalsium dan Fosfor yang mendukung pertumbuhan tulang dan terhindar dari rakitis. Selco Block juga mengandung Selenium dan Vitamin E yang mendukung pertumbuhan otot. Komsumsi rutin Selco Block dapat memenuhi kebutuhan vitamin dan mineral sehingga dapat mencegah ternak untuk mengonsumsi zat bukan pakan seperti tanah, tulang, plastik, kain dan lain-lain.

<strong>INDIKASI :</strong>

Anti defisiensi mineral untuk kambing dan domba; ruminansia yang sedang dalam masa pertumbuhan dan anak kuda.

<strong>DOSIS :</strong>

7-8 gram per hari. Jangan diberikan bersamaan dengan suplemen mineral sejenis. Konsumsi harian tidak boleh melebihi 1% dari bobot pakan harian. Konsumsi pada awal pemberian mungkin untuk naik secara drastis untuk jangka waktu singkat untuk kasus hewan dengan kasus defisiensi mineral dan akan menjadi stabil dalam jangka waktu singkat.

Petunjuk penggunaan: Gantung di tempat kering dan terlindung dari hujan. Letakkan di tempat yang mudah dijangkau oleh hewan dan berdekatan dengan tempat minum hewan.

<strong>BERAT</strong>

3 KG",,Published,,0,"2026-07-02 17:19:15",1,open,TTS00011,,,no,no,,127143,,3200,14,12,14,,,outofstock,no,no,,no,taxable,,,,,,'-1,'-1,,,"http://localhost:8000/wp-content/uploads/2026/07/Selco-Block-3-KG.png ! alt :  ! title : Selco-Block-3-KG.png ! desc :  ! caption : ",,http://localhost:8000/product/mineral-blok-selco-block-3-kg-mineral-kambing-domba-untuk-masa-pertumbuhan/,0,,,simple,outofstock,"Mineral Blok",,,,,,,
"WONDER VITAMIN B1 50 ML - Vitamin B1 Untuk Hewan Sapi Anjing Kucing",wonder-vitamin-b1-50-ml-vitamin-b1-untuk-hewan-sapi-anjing-kucing,,109,"<strong>WONDER VITAMIN B1 50 ML</strong>

<strong>INDIKASI</strong>
<ul>
 	<li>Gangguan Syaraf</li>
 	<li>Menurunnya fungsi usus dan lambung</li>
 	<li>Gangguan pencernaan</li>
 	<li>Selera makan berkurang</li>
 	<li>Menurunnya berat badan</li>
 	<li>Pertumbuhan yang abnormal</li>
</ul>
<strong>DOSIS</strong>

<strong>Sapi, kerbau, kuda, babi :</strong> 1-10 ml

<strong>Domba, kambing, anak babi :</strong> 1-5 ml

<strong>Anjing, kucing :</strong> 1-2 ml

<strong>Unggas :</strong> 0,2-0,5 ml

Atau menurut petunjuk dokter hewan.

<strong>ISI</strong>

50 ML",,Published,,0,"2026-07-02 17:19:15",1,open,TTS00012,,,no,no,,35968,,150,7,10,8,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"http://localhost:8000/wp-content/uploads/2026/07/Vitamin-B1-Wonder-50-ML.png ! alt :  ! title : Vitamin-B1-Wonder-50-ML.png ! desc :  ! caption : ",,http://localhost:8000/product/wonder-vitamin-b1-50-ml-vitamin-b1-untuk-hewan-sapi-anjing-kucing/,0,,,simple,,"Vitamin Injeksi",,,,,,,
"AGRIXINE SOLUTION 100 ML - Ampuh Untuk CRD, Snot, Pilek, Korisa, Kolera Pada Unggas.",agrixine-solution-100-ml-ampuh-untuk-crd-snot-pilek-korisa-kolera-pada-unggas,,110,"<strong>AGRIXINE Sol 100ML</strong>

<strong>DESKRIPSI</strong>

Antibiotik spektrum luas golongan Quin.olo.ne dalam bentuk cair, bersifat bakterisidal untuk bakteri gram positif dan negatif.

<strong>INDIKASI</strong>

Digunakan untuk pengobatan CRD, Colibacillosis, Coryza, Cholera, Stap.hyloco.ccosis, Mycoplasmosis dan Salmonellosis.

<strong>DOSIS DAN CARA PEMBERIAN</strong>

Pemberian melalui air minum dosis 1 ml/2 L air atau 0,1ml/kg berat badan selama 3-5 hari berturut-turut

<strong>KEMASAN</strong>

100ML",,Published,,0,"2026-07-02 17:19:15",1,open,TTS00013,,,no,no,,28600,,250,5,14,5,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"http://localhost:8000/wp-content/uploads/2026/07/Agrixine-Solution-100ml-_-Agrinusa.png ! alt :  ! title : Agrixine-Solution-100ml-_-Agrinusa.png ! desc :  ! caption : ",,http://localhost:8000/product/agrixine-solution-100-ml-ampuh-untuk-crd-snot-pilek-korisa-kolera-pada-unggas/,0,,,simple,,"Obat Unggas",,,,,,,
"AGRIMINOVIT 100 GRAM - Multivitamin Asam Amino Cocok Untuk Hewan Ternak Ayam, Bebek, Sapi, Kambing, Kelinci, Dll.",agriminovit-100-gram-multivitamin-asam-amino-cocok-untuk-hewan-ternak-ayam-bebek-sapi-kambing-kelinci-dll,,111,"<strong>AGRIMINOVIT 100 GR</strong>

Kombinasi vitamin dan asam amino dalam bentuk serbuk larut air untuk mengatasi stres dan meningkatkan kualitas produksi.

<strong>INDIKASI :</strong>

Meningkatkan daya tahan tubuh dan mengatasi stres, Meningkatkan kualiatas produksi, mempercepat pertumbuhan dan mengoptimalkan produksi telur.

<strong>KOMPOSISI :</strong>

Tiap kg mengandung

Each kg contains :

Vitamin A 10.000.000 IU

Vitamin D3 1.000.000 IU

Vitamin E 10.000 mg

Vitamin B1 3.000 mg

Vitamin B2 4.000 mg

Vitamin B6 1.500 mg

Vitamin C 25.000 mg

Vitamin K3 1.500 mg

Nicotinamide 5.000 mg

Methionine 50.000 mg

Lysine 50.000 mg

Glysine 8.000 mg

Ca-d-panthothenate 10.000 mg

<strong>DOSIS PEMAKAIAN :</strong>

<strong>Unggas :</strong> 1 g/2 L air minum selama 4-8 hari

<strong>Sapi, Domba, Kambing, Kuda : </strong>1 g/1 L air minum selama 3-5 hari

<strong>Isi bersih :</strong> 100 gr

<strong>Selamat Belanja!</strong>",,Published,,0,"2026-07-02 17:19:15",1,open,TTS00014,,,no,no,,19900,,100,5,14,4,,,outofstock,no,no,,no,taxable,,,,,,'-1,'-1,,,"http://localhost:8000/wp-content/uploads/2026/07/Agriminovit-100-Gram.png ! alt :  ! title : Agriminovit-100-Gram.png ! desc :  ! caption : ",,http://localhost:8000/product/agriminovit-100-gram-multivitamin-asam-amino-cocok-untuk-hewan-ternak-ayam-bebek-sapi-kambing-kelinci-dll/,0,,,simple,outofstock,"Vitamin & Suplemen Ternak & Unggas",,,,,,,
"ISI 10 AGRIMINOVIT 100 GRAM BY AGRINUSA LEBIH MURAH - Multivitamin & Asam Amino Untuk Hewan Ternak",isi-10-agriminovit-100-gram-by-agrinusa-lebih-murah-multivitamin-asam-amino-untuk-hewan-ternak,,117,"<strong>ISI 10 AGRIMINOVIT 100 GRAM BY AGRINUSA LEBIH MURAH</strong>

Kombinasi vitamin dan asam amino dalam bentuk serbuk larut air untuk mengatasi stres dan meningkatkan kualitas produksi.

<strong>INDIKASI :</strong>

Meningkatkan daya tahan tubuh dan mengatasi stres, Meningkatkan kualiatas produksi, mempercepat pertumbuhan dan mengoptimalkan produksi telur.

<strong>DOSIS PEMAKAIAN :</strong>

<strong>Unggas :</strong> 1 g/2 L air minum selama 4-8 hari

<strong>Sapi, Domba, Kambing, Kuda : </strong>1 g/1 L air minum selama 3-5 hari

<strong>ISI</strong>

10 PCS",,Published,,0,"2026-07-02 17:19:40",1,open,TTS00014X10,,,no,no,,195000,,120,5,14,4,,,outofstock,no,no,,no,taxable,,,,,,'-1,'-1,,,"http://localhost:8000/wp-content/uploads/2026/07/Agriminovit-100-Gram.png ! alt :  ! title : Agriminovit-100-Gram.png ! desc :  ! caption : ",,http://localhost:8000/product/isi-10-agriminovit-100-gram-by-agrinusa-lebih-murah-multivitamin-asam-amino-untuk-hewan-ternak/,0,,,simple,outofstock,"Vitamin & Suplemen Ternak & Unggas",,,,,,,
"ANTI SNOT 10 KAPSUL by EKA FARMA - Ampuh Untuk Korisa, Coryza, Snot Dan Pilek Pada Unggas.",anti-snot-10-kapsul-by-eka-farma-ampuh-untuk-korisa-coryza-snot-dan-pilek-pada-unggas,,118,"<strong>ANTI SNOT</strong> adalah obat ayam untuk penyakit coryza pada ayam dan itik.

<strong>Isi:</strong> 10 kapsul

<strong>KOMPOSISI :</strong>
<ul>
 	<li>Tiap kapsul mengandung</li>
 	<li>Eryt 50 mg,</li>
 	<li>Vitamin A 1500 IU,</li>
 	<li>Vitamin D3 300 IU,</li>
 	<li>Nicotinamide 2 mg,</li>
 	<li>Calsium Phosphat 25 mg</li>
</ul>
<strong>INDIKASI :</strong>
<ul>
 	<li>Mencegah dan mengobati penyakit snot atau coryza seperti pilek, sesak nafas, radang mata, muka bengkak</li>
 	<li>Mengatasi produksi telur ayam yang menurun</li>
</ul>
<strong>DOSIS :</strong>
<ul>
 	<li>Pencegahan: 1x1 kapsul ANTISNOT sehari</li>
 	<li>Pengobatan: 3x1 kapsul ANTISNOT sehari</li>
</ul>",,Published,,0,"2026-07-02 17:19:40",1,open,TTS00015,,,no,no,,13735,,100,5,14,4,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"http://localhost:8000/wp-content/uploads/2026/07/Anti-Snot-10-Kapsul-_-Eka-Farma.png ! alt :  ! title : Anti-Snot-10-Kapsul-_-Eka-Farma.png ! desc :  ! caption : ",,http://localhost:8000/product/anti-snot-10-kapsul-by-eka-farma-ampuh-untuk-korisa-coryza-snot-dan-pilek-pada-unggas/,0,,,simple,,"Obat Unggas",,,,,,,
"PIL DOKOH ISI 4 PCS - Jamu Penambah Selera Makan Sapi, Kerbau, Domba, Kambing by EKA FARMA.",pil-dokoh-isi-4-pcs-jamu-penambah-selera-makan-sapi-kerbau-domba-kambing-by-eka-farma,,119,"<strong>DOKOH TERNAK EKA FARMA</strong>

4 Pil Jamu Serbuk yang Dipadatkan

DOKOH merupakan jamu hewan yang terbuat dari bahan bahan alami yang aman dikonsumsi hewan ternak. tidak menimbulkan efek samping.

<strong>KOMPOSISI</strong>
<ul>
 	<li>Alpina Galangan Rizoma 10%</li>
 	<li>Amoni Fructus 5%</li>
 	<li>Curcuma Rhizoma 85%</li>
</ul>
<strong>KHASIAT</strong>
<ul>
 	<li>Menambah nafsu makan</li>
 	<li>Membantu pencernaan</li>
 	<li>Menggemukkan Ternak (Sapi, Kambing, Domba) secara aman</li>
</ul>
<strong>CARA PEMAKAIAN</strong>
<ul>
 	<li>Kambing : berikan 1-2 butir pil sekaligus, seminggu sekali</li>
 	<li>Sapi: berikan 2-4 pil sekaligus, seminggu sekali</li>
</ul>
<strong>Selamat Belanja!</strong>",,Published,,0,"2026-07-02 17:19:40",1,open,TTS00016,,,no,no,,7325,,100,6,9,13,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"http://localhost:8000/wp-content/uploads/2026/07/Pil-Dokoh-Isi-4-_-Eka-Farma.png ! alt :  ! title : Pil-Dokoh-Isi-4-_-Eka-Farma.png ! desc :  ! caption : ",,http://localhost:8000/product/pil-dokoh-isi-4-pcs-jamu-penambah-selera-makan-sapi-kerbau-domba-kambing-by-eka-farma/,0,,,simple,,"Obat Ternak",,,,,,,
"PLASTIK SILASE WHITE GUSSET 120 MIKRON 1 KG (ISI 6 PCS) - Untuk Silase Fermentasi Pakan Ternak.",plastik-silase-white-gusset-120-mikron-1-kg-isi-6-pcs-untuk-silase-fermentasi-pakan-ternak,,120,"<strong>PLASTIK SILASE WHITE GUSSET 120 MIKRON 1 KG (6 PCS)</strong>

Plastik Silase merupakan kantung plastik yang digunakan untuk proses fermentasi pakan ternak berjenis rumput-rumputan (Odot, Pakchong, dan lainnya) serta tebon jagung. Tidak disarankan digunakan untuk fermentasi Jerami dan Legume (Rambanan) karena cenderung berbatang keras dan runcing jika dicacah.

<strong>SPESIFIKASI :</strong>

1. Bahan tebal 120 mikron, tidak mudah bocor sehingga dapat digunakan kembali

2. Ukuran 120x60cm

3. Bahan Anti UV, lebih elastis, Kuat dan tidak mudah bocor

4. Dapat digunakan kembali, pastikan plastik bersih utuh dan tidak robek, jika terdapat bekas tusukan benda runcing bisa ditambal dengan solasi

5. Berat per lembar 166 gr",,Published,,0,"2026-07-02 17:19:40",1,open,TTS00018,,,no,no,,56250,,1300,15,40,2,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"http://localhost:8000/wp-content/uploads/2026/07/Plastik-Silase-White-Gusset-120-Mikron-1-Kg-6-Pcs.png ! alt :  ! title : Plastik-Silase-White-Gusset-120-Mikron-1-Kg-6-Pcs.png ! desc :  ! caption : ",,http://localhost:8000/product/plastik-silase-white-gusset-120-mikron-1-kg-isi-6-pcs-untuk-silase-fermentasi-pakan-ternak/,0,,,simple,,"Plastik Silase & Sheats IB",,,,,,,
"POTAHORMON 20 ML by WONDER - Membantu Gangguan Reproduksi Pada Hewan Sapi, Kambing, Domba, Babi.",potahormon-20-ml-by-wonder-membantu-gangguan-reproduksi-pada-hewan-sapi-kambing-domba-babi,,121,"<strong>Potahormon 20 ml</strong>

<strong>KOMPOSISI</strong>

Setiap ml Potahormon mengandung:

Progesteron —– 6,25 mg

<strong>INDIKASI</strong>

Potahormon membantu mengatasi:
<ul>
 	<li>Kebiasaan keguguran kandungan</li>
 	<li>Kelahiran dini/ terlampau muda</li>
 	<li>Hypoplasia organ genitalia</li>
 	<li>Pengecilan uterus (uterus hypoplasia)</li>
 	<li>Gangguan ovulasi</li>
 	<li>Atrofi ovarium</li>
 	<li>Pengecilan ovarium (ovarian hypoplasia)</li>
 	<li>Kawin berulang (repeat breeder)</li>
 	<li>Cysta folikel (follicular cyst)</li>
 	<li>Ovulasi terlambat</li>
 	<li>Pendarahan menjelang kelahiran</li>
 	<li>Retensi plasenta</li>
 	<li>Subestrus</li>
 	<li>Kemajiran</li>
</ul>
<strong>DOSIS &amp; CARA PEMAKAIAN</strong>

Potahormon diberikan melalui suntikan subkutan atau intramuskuler

Kebiasan keguguran (habitual abortion), kelahiran dini (immature birth)

<strong>Sapi, kuda: 15 – 30 ml, babi:</strong> 6 – 10 ml, domba, kambing, anjing: 3 – 10 ml

Pengecilan ovarium (ovarian hypoplasia), subestrus, gangguan ovulasi

<strong>Sapi, kuda: 8 – 10 ml, babi:</strong> 3 – 5 ml, domba, kambing, anjing: 2 – 5 ml

Kista folikuler (follicular cyst)

<strong>Sapi, kuda:</strong> 15 – 30 ml, babi: 6 – 20 ml, domba, kambing, anjing: 3 – 10 ml

Retensi plasenta (plasenta tertahan)

<strong>Sapi, kuda:</strong> 15 – 60 ml, babi: 6 – 20 ml, domba, kambing, anjing: 3 – 10 ml

Kawin berulang (repeat breeder)

<strong>Sapi, kuda:</strong> 15 ml

Atau sesuai petunjuk dokter hewan

<strong>Perhatian:</strong>

Obat hanya untuk hewan dan harus dengan resep dokter hewan.

Simpan Potahormon di tempat yang sejuk dan terhindar dari sinar matahari secara langsung

Jauhkan dari jangkauan anak-anak

Jangan diberikan dalam 5 hari sebelum hewan dipotong untuk dikonsumsi dagingnya

<strong>KEMASAN</strong>

Botol 20 ml",,Published,,0,"2026-07-02 17:19:41",1,open,TTS00019,,,no,no,,128000,,20,5,14,4,,,outofstock,no,no,,no,taxable,,,,,,'-1,'-1,,,"http://localhost:8000/wp-content/uploads/2026/07/Potahormon-20-ml-_-Wonder.png ! alt :  ! title : Potahormon-20-ml-_-Wonder.png ! desc :  ! caption : ",,http://localhost:8000/product/potahormon-20-ml-by-wonder-membantu-gangguan-reproduksi-pada-hewan-sapi-kambing-domba-babi/,0,,,simple,outofstock,"Hormon Ternak",,,,,,,
"ECER ANTHEL CAT 1 TABLET (Blister) - Untuk Masalah Cacing Spektrum Luas Untuk KUCING by KALBE.",ecer-anthel-cat-1-tablet-blister-untuk-masalah-cacing-spektrum-luas-untuk-kucing-by-kalbe,,122,"<strong>ANTHEL CAT BY KALBE Ecer 1 Tablet</strong>

Anthel Cat merupakan ant hel min tik/obat cacing spektrum luas untuk kucing yang digunakan sebagai pencegahan dan pengobatan terhadap infeksi cacing di saluran pencernaan yang disebabkan oleh cacing gelang, cacing cambuk, cacing kait dan cacing pita sert sebagai kontrol terhadap giardiasis.

<strong>KOMPOSISI</strong>
<ul>
 	<li>Praziquantel 20mg</li>
 	<li>Pyrantel pamoate 230mg</li>
</ul>
<strong>DOSIS DAN CARA PEMAKAIAN</strong>

1 tablet Anthel Cat untuk 4 kg badan kucing

KEMENTAN RI No. D.22037309 PKM

HARGA Ecer 1 tablet",,Published,,0,"2026-07-02 17:19:41",1,open,TTS00020,,,no,no,,14600,,45,5,14,4,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"http://localhost:8000/wp-content/uploads/2026/07/Anthel-Cat-Ecer-1-Tablet-Blister.png ! alt :  ! title : Anthel-Cat-Ecer-1-Tablet-Blister.png ! desc :  ! caption : ",,http://localhost:8000/product/ecer-anthel-cat-1-tablet-blister-untuk-masalah-cacing-spektrum-luas-untuk-kucing-by-kalbe/,0,,,simple,,"Obat Anabul",,,,,,,
"ANTHEL CAT 1 BOX (30 TABLET) - Untuk Mencegah Masalah Cacing Pada Kucing",anthel-cat-1-box-30-tablet-untuk-mencegah-masalah-cacing-pada-kucing,,123,"<strong>ANTHEL CAT 1 BOX (30 TABLET)</strong>

<strong>DOSIS &amp; CARA PAKAI</strong>

1 tablet Anthel Cat untuk 4kg badan kucing, berlaku kelipatan dan dapat dipecah

Anthel Cat aman digunakan untuk kucing mulai dari usia 2 bulan setelah selesai laktasi dengan berat minimal 1kg

Anthel Cat dapat diberikan secara langsung maupun dicampur kedalam pakan

<strong>KEMASAN</strong>

1 box isi 30 tablet

Anthel Cat Obat Cacing Kucing Spek.trum Luas

Anthel Cat merupakan anthemintik/obat cacing spektrum luas untuk kucing yang digunakan sebagai pencegahan dan pengobatan terhadap infeksi cacing di saluran pencernaan yang disebabkan oleh cacing gelang, cacing cambuk, cacing kait dan cacing pita serta sebagai kontrol terhadap giardiasis

Teregistrasi KEMENTAN

Anthel Cat sudah teregistrasi dengan nomor registrasi KEMENTAN RI No. D.22037309 PKM yang memastikan mutu serta keamanan produk kami

MADE IN INDONESIA

Anthel Cat merupakan hasil produksi dalam negeri dengan teknologi produksi terkini dan standar seperti produk manusia

RASA SUSU &amp; AMAN!

Anthel Cat memiliki rasa susu yang dapat mengurangi rasa pahit pada obat cacing, serta aman untuk dikonsumsi oleh kucing menyusui

FORMULA ANTI CACING

Setiap tablet Anthel Cat mengandung:

* Praziquantel 20mg yang berfungsi untuk menganggu permeabilitas kalsium pada cacing

* Pyrantel pamoate 230mg yang berfungsi untuk menghambat sistem neuro.mu.skular cacing menyebabkan cacing mati",,Published,,0,"2026-07-02 17:19:41",1,open,TTS00020X30,,,no,no,,391000,,95,6,15,5,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"http://localhost:8000/wp-content/uploads/2026/07/Anthel-Cat-Ecer-1-Box-Blister.png ! alt :  ! title : Anthel-Cat-Ecer-1-Box-Blister.png ! desc :  ! caption : ",,http://localhost:8000/product/anthel-cat-1-box-30-tablet-untuk-mencegah-masalah-cacing-pada-kucing/,0,,,simple,,"Obat Anabul",,,,,,,
"OSTEOVITA KAPSUL ISI 10 KAPSUL - Vitamin, Penguat Otot Kaki, Tahan Pukulan Pada Ayam by EKA FARMA.",osteovita-kapsul-isi-10-kapsul-vitamin-penguat-otot-kaki-tahan-pukulan-pada-ayam-by-eka-farma,,124,"<strong>OSTEOVITA</strong> Obat untuk meningkatkan kekuatan otot kaki ayam.

<strong>INDIKASI</strong>

Mencegah dan mengobati gangguan otot kaki pada ayam dan pukulan lebih dahsyat

<strong>KOMPOSISI</strong>

- Vitamin A ...........2000 IU

- Vitamin D3.......... 400 IU

- Vitamin E ...............10 IU

- Vitamin B1............. 4 mg

- Vitamin B2............. 2 mg

- Vitamin B6............. 3 mg

- Calcium..................10 %

<strong>CARA PEMAKAIAN</strong>

Pencegahan : 1x kapsul/hari

Pengobatan : 3x kapsul/hari",,Published,,0,"2026-07-02 17:19:41",1,open,TTS00021,,,no,no,,5650,,45,5,14,4,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"http://localhost:8000/wp-content/uploads/2026/07/Osteovita-10-Kapsul-_-Eka-Farma.png ! alt :  ! title : Osteovita-10-Kapsul-_-Eka-Farma.png ! desc :  ! caption : ",,http://localhost:8000/product/osteovita-kapsul-isi-10-kapsul-vitamin-penguat-otot-kaki-tahan-pukulan-pada-ayam-by-eka-farma/,0,,,simple,,"Vitamin & Suplemen Ternak & Unggas",,,,,,,
